ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Sense_ID
kgv-996-1,,kgv,996,kelkam toktok,kelkam_toktok,,,,,,,,SN000812
kgv-1408-1,,kgv,1408,kelua,kelua,,,,,,,,SN000814
kgv-1107-1,,kgv,1107,keluar,keluar,,,,,,,,SN000815
kgv-2348-1,,kgv,2348,keluer,keluer,,,,,,,,SN000816
kgv-1817-2,,kgv,1817,kemanur,kemanur,,,,,,,,SN000818
kgv-1817-3,,kgv,1817,kemanurep,kemanurep,,,,,,,,SN000819
kgv-1601-1,,kgv,1601,kememe,kememe,,,,,,,,SN000821
kgv-112-1,,kgv,112,kerar,kerar,,,,,,,,SN000824
kgv-156-1,,kgv,156,kerkap,kerkap,,,,,,,,SN000825
kgv-1741-2,,kgv,1741,kerunggo,kerunggo,,,,,,,,SN000828
kgv-1060-1,,kgv,1060,ketan,ketan,,,,,,,,SN000829
kgv-506-1,,kgv,506,keteles,keteles,,,,,,,,SN000830
kgv-1831-1,,kgv,1831,ketemu,ketemu,,,,,,,,SN000831
kgv-1252-1,,kgv,1252,kewe,kewe,,,,,,,,SN000833
kgv-1213-2,,kgv,1213,ki,ki,,,,,,,,SN000835
kgv-1199-1,,kgv,1199,kian,kian,,,,,,,,SN000840
kgv-1199-2,,kgv,1199,*kiar,*kiar,,,,,,,,SN000841
kgv-1411-1,,kgv,1411,kidi,kidi,,,,,,,,SN000847
kgv-1388-1,,kgv,1388,kiek,kiek,,,,,,,,SN000848
kgv-1388-2,,kgv,1388,kiekter,kiekter,,,,,,,,SN000849
kgv-670-1,,kgv,670,*kiel,*kiel,,,,,,,,SN000851
kgv-670-2,,kgv,670,kielun,kielun,,,,,,,,SN000854
kgv-1539-2,,kgv,1539,kiem,kiem,,,,,,,,SN000855
kgv-1519-1,,kgv,1519,kiem,kiem,,,,,,,,SN000856
kgv-1127-2,,kgv,1127,kiempanait,kiempanait,,,,,,,,SN000857
kgv-787-1,,kgv,787,kier,kier,,,,,,,,SN000859
kgv-2635-1,,kgv,2635,kier,kier,,,,,,,,SN000860
kgv-1489-1,,kgv,1489,kierun,kierun,,,,,,,,SN000862
kgv-228-1,,kgv,228,kies,kies,,,,,,,,SN000863
kgv-1113-2,,kgv,1113,kies,kies,,,,,,,,SN000864
kgv-1113-3,,kgv,1113,kies,kies,,,,,,,,SN000865
kgv-1493-3,,kgv,1493,kieskon,kieskon,,,,,,,,SN000869
kgv-676-1,,kgv,676,kiet,kiet,,,,,,,,SN000870
kgv-675-1,,kgv,675,kiet,kiet,,,,,,,,SN000871
kgv-676-2,,kgv,676,kietkiet,kietkiet,,,,,,,,SN000872
kgv-1159-1,,kgv,1159,kietpo,kietpo,,,,,,,,SN000874
kgv-2400-1,,kgv,2400,kin,kin,,,,,,,,SN000879
kgv-1213-3,,kgv,1213,kinaninggan,kinaninggan,,,,,,,,SN000883
kgv-787-2,,kgv,787,kinggir,kinggir,,,,,,,,SN000885
kgv-1448-2,,kgv,1448,kinkin,kinkin,,,,,,,,SN000886
kgv-1246-3,,kgv,1246,kinkin,kinkin,,,,,,,,SN000887
kgv-1246-4,,kgv,1246,kinkinun,kinkinun,,,,,,,,SN000888
kgv-203-2,,kgv,203,kion,kion,,,,,,,,SN000890
kgv-730-1,,kgv,730,kip,kip,,,,,,,,SN000892
kgv-2018-1,,kgv,2018,kir,kir,,,,,,,,SN000894
kgv-3114-1,,kgv,3114,kir,kir,,,,,,,,SN000895
kgv-682-2,,kgv,682,kir,kir,,,,,,,,SN000896
kgv-682-3,,kgv,682,kirarun,kirarun,,,,,,,,SN000899
kgv-801-1,,kgv,801,kirkangkang,kirkangkang,,,,,,,,SN000901
kgv-1732-1,,kgv,1732,kisileng,kisileng,,,,,,,,SN000903
kgv-598-1,,kgv,598,ko,ko,,,,,,,,SN000904
kgv-319-1,,kgv,319,kobelen,kobelen,,,,,,,,SN000909
kgv-1387-1,,kgv,1387,kobes,kobes,,,,,,,,SN000910
kgv-204-1,,kgv,204,kodaet,kodaet,,,,,,,,SN000912
kgv-2882-1,,kgv,2882,koder,koder,,,,,,,,SN000914
kgv-1084-1,,kgv,1084,kodi,kodi,,,,,,,,SN000915
kgv-646-1,,kgv,646,koep,koep,,,,,,,,SN000917
kgv-1299-1,,kgv,1299,kofir,kofir,,,,,,,,SN000919
kgv-204-2,,kgv,204,koi,koi,,,,,,,,SN000920
kgv-2921-2,,kgv,2921,koi,koi,,,,,,,,SN000921
kgv-1467-1,,kgv,1467,kokarap,kokarap,,,,,,,,SN000923
kgv-1113-4,,kgv,1113,kokies,kokies,,,,,,,,SN000926
kgv-1942-1,,kgv,1942,kokir,kokir,,,,,,,,SN000927
kgv-1318-1,,kgv,1318,kokok,kokok,,,,,,,,SN000929
kgv-1893-1,,kgv,1893,kokok ladok,kokok_ladok,,,,,,,,SN000930
kgv-762-1,,kgv,762,*kol,*kol,,,,,,,,SN000933
kgv-639-1,,kgv,639,kolak,kolak,,,,,,,,SN000934
kgv-2795-1,,kgv,2795,kolambu,kolambu,,,,,,,,SN000935
kgv-791-1,,kgv,791,kolet,kolet,,,,,,,,SN000936
kgv-1730-1,,kgv,1730,koliep,koliep,,,,,,,,SN000938
kgv-471-1,,kgv,471,kolkiem,kolkiem,,,,,,,,SN000940
kgv-32-1,,kgv,32,kolkiet,kolkiet,,,,,,,,SN000941
kgv-762-2,,kgv,762,kolko,kolko,,,,,,,,SN000942
kgv-318-1,,kgv,318,kolkom,kolkom,,,,,,,,SN000944
kgv-2325-2,,kgv,2325,kolo,kolo,,,,,,,,SN000945
kgv-762-3,,kgv,762,kolpis,kolpis,,,,,,,,SN000947
kgv-1831-2,,kgv,1831,koluk,koluk,,,,,,,,SN000950
kgv-146-1,,kgv,146,kom,kom,,,,,,,,SN000951
kgv-1456-1,,kgv,1456,komain,komain,,,,,,,,SN000953
kgv-1324-1,,kgv,1324,komamun,komamun,,,,,,,,SN000954
kgv-2102-2,,kgv,2102,komaruk,komaruk,,,,,,,,SN000958
kgv-761-1,,kgv,761,komasabur,komasabur,,,,,,,,SN000959
kgv-1409-1,,kgv,1409,kome,kome,,,,,,,,SN000962
kgv-1819-1,,kgv,1819,kome,kome,,,,,,,,SN000963
kgv-2102-3,,kgv,2102,komelek,komelek,,,,,,,,SN000964
kgv-496-1,,kgv,496,komurkomur,komurkomur,,,,,,,,SN000967
kgv-2904-1,,kgv,2904,komurkomur,komurkomur,,,,,,,,SN000968
kgv-1493-4,,kgv,1493,kon,kon,,,,,,,,SN000969
kgv-2271-1,,kgv,2271,kona,kona,,,,,,,,SN000972
kgv-1409-2,,kgv,1409,kona,kona,,,,,,,,SN000973
kgv-1560-3,,kgv,1560,konasur,konasur,,,,,,,,SN000975
kgv-1523-1,,kgv,1523,konawaruo,konawaruo,,,,,,,,SN000976
kgv-707-1,,kgv,707,konenen,konenen,,,,,,,,SN000979
kgv-693-2,,kgv,693,=kongga,=kongga,,,,,,,,SN000981
kgv-855-2,,kgv,855,konggelem,konggelem,,,,,,,,SN000984
kgv-3703-1,,kgv,3703,kopol,kopol,,,,,,,,SN000987
kgv-1297-1,,kgv,1297,kor,kor,,,,,,,,SN000988
kgv-1403-1,,kgv,1403,koraruo,koraruo,,,,,,,,SN000993
kgv-1443-1,,kgv,1443,korgi marmar,korgi_marmar,,,,,,,,SN000996
kgv-803-1,,kgv,803,korkasir,korkasir,,,,,,,,SN000998
kgv-498-1,,kgv,498,kormul,kormul,,,,,,,,SN001003
kgv-1371-1,,kgv,1371,korpak,korpak,,,,,,,,SN001006
kgv-1389-1,,kgv,1389,korparokparok,korparokparok,,,,,,,,SN001007
kgv-186-1,,kgv,186,korus,korus,,,,,,,,SN001010
kgv-479-1,,kgv,479,kos,kos,,,,,,,,SN001011
kgv-1264-1,,kgv,1264,kosalir,kosalir,,,,,,,,SN001012
kgv-1433-1,,kgv,1433,kosara,kosara,,,,,,,,SN001014
kgv-1596-1,,kgv,1596,koser,koser,,,,,,,,SN001017
kgv-1472-1,,kgv,1472,koser,koser,,,,,,,,SN001018
kgv-1452-2,,kgv,1452,kosiaur,kosiaur,,,,,,,,SN001019
kgv-1421-1,,kgv,1421,kosom,kosom,,,,,,,,SN001022
kgv-161-1,,kgv,161,kotipol,kotipol,,,,,,,,SN001028
kgv-1230-1,,kgv,1230,kotur,kotur,,,,,,,,SN001029
kgv-25-1,,kgv,25,kotur,kotur,,,,,,,,SN001030
kgv-175-1,,kgv,175,kou,kou,,,,,,,,SN001031
kgv-1267-1,,kgv,1267,kou,kou,,,,,,,,SN001032
kgv-928-1,,kgv,928,koup,koup,,,,,,,,SN001033
kgv-2223-4,,kgv,2223,kouran,kouran,,,,,,,,SN001034
kgv-957-1,,kgv,957,kowam,kowam,,,,,,,,SN001039
kgv-378-1,,kgv,378,kowaram,kowaram,,,,,,,,SN001042
kgv-272-1,,kgv,272,kowaram,kowaram,,,,,,,,SN001043
kgv-1264-2,,kgv,1264,kowat,kowat,,,,,,,,SN001046
kgv-153-1,,kgv,153,kowewep,kowewep,,,,,,,,SN001047
kgv-1486-1,,kgv,1486,koya,koya,,,,,,,,SN001048
kgv-2017-2,,kgv,2017,koyal,koyal,,,,,,,,SN001050
kgv-1767-1,,kgv,1767,koyal,koyal,,,,,,,,SN001051
kgv-1046-1,,kgv,1046,koyen,koyen,,,,,,,,SN001053
kgv-1102-1,,kgv,1102,koyos,koyos,,,,,,,,SN001055
kgv-1951-1,,kgv,1951,kuang,kuang,,,,,,,,SN001057
kgv-1100-1,,kgv,1100,kuar,kuar,,,,,,,,SN001058
kgv-785-1,,kgv,785,kuat,kuat,,,,,,,,SN001059
kgv-1598-1,,kgv,1598,kuawi,kuawi,,,,,,,,SN001060
kgv-1773-1,,kgv,1773,kubir,kubir,,,,,,,,SN001062
kgv-3284-1,,kgv,3284,kubirar,kubirar,,,,,,,,SN001063
kgv-615-1,,kgv,615,kuda,kuda,,,,,,,,SN001065
kgv-713-2,,kgv,713,kuek,kuek,,,,,,,,SN001069
kgv-235-1,,kgv,235,kuek,kuek,,,,,,,,SN001070
kgv-692-2,,kgv,692,kuet,kuet,,,,,,,,SN001072
kgv-2502-1,,kgv,2502,kulikuli,kulikuli,,,,,,,,SN001078
kgv-763-1,,kgv,763,kulun,kulun,,,,,,,,SN001081
kgv-735-1,,kgv,735,kumbai,kumbai,,,,,,,,SN001082
kgv-1553-1,,kgv,1553,kumkum,kumkum,,,,,,,,SN001083
kgv-1479-1,,kgv,1479,kurap,kurap,,,,,,,,SN001089
kgv-86-1,,kgv,86,kurera,kurera,,,,,,,,SN001090
kgv-2581-1,,kgv,2581,kurera,kurera,,,,,,,,SN001092
kgv-692-3,,kgv,692,kuru,kuru,,,,,,,,SN001094
kgv-1188-1,,kgv,1188,kus,kus,,,,,,,,SN001096
kgv-163-1,,kgv,163,kuskap,kuskap,,,,,,,,SN001097
kgv-1622-1,,kgv,1622,ladan,ladan,,,,,,,,SN001102
kgv-615-2,,kgv,615,lajarang,lajarang,,,,,,,,SN001103
kgv-1286-1,,kgv,1286,lalang,lalang,,,,,,,,SN001105
kgv-1494-1,,kgv,1494,lalat,lalat,,,,,,,,SN001106
kgv-3011-1,,kgv,3011,laluon,laluon,,,,,,,,SN001107
kgv-625-2,,kgv,625,lampur,lampur,,,,,,,,SN001111
kgv-3699-2,,kgv,3699,langjut,langjut,,,,,,,,SN001118
kgv-1423-1,,kgv,1423,langka,langka,,,,,,,,SN001119
kgv-750-2,,kgv,750,lapas,lapas,,,,,,,,SN001123
kgv-1227-1,,kgv,1227,lat,lat,,,,,,,,SN001126
kgv-2124-3,,kgv,2124,lauk,lauk,,,,,,,,SN001127
kgv-1107-2,,kgv,1107,lauk,lauk,,,,,,,,SN001128
kgv-2493-1,,kgv,2493,laur,laur,,,,,,,,SN001129
kgv-1243-1,,kgv,1243,laus,laus,,,,,,,,SN001132
kgv-1474-1,,kgv,1474,laut,laut,,,,,,,,SN001133
kgv-2951-1,,kgv,2951,lawalawat,lawalawat,,,,,,,,SN001135
kgv-804-1,,kgv,804,lawarun,lawarun,,,,,,,,SN001138
kgv-149-1,,kgv,149,layier,layier,,,,,,,,SN001143
kgv-1992-1,,kgv,1992,lebe,lebe,,,,,,,,SN001147
kgv-1508-1,,kgv,1508,leit,leit,,,,,,,,SN001149
kgv-1306-1,,kgv,1306,leit pas,leit_pas,,,,,,,,SN001150
kgv-1502-1,,kgv,1502,lek,lek,,,,,,,,SN001151
kgv-1350-1,,kgv,1350,leki,leki,,,,,,,,SN001153
kgv-1128-1,,kgv,1128,lem,lem,,,,,,,,SN001155
kgv-1281-1,,kgv,1281,lembaga,lembaga,,,,,,,,SN001158
kgv-622-1,,kgv,622,lempuang,lempuang,,,,,,,,SN001160
kgv-6-1,,kgv,6,leng dek,leng_dek,,,,,,,,SN001165
kgv-919-1,,kgv,919,lenggalengga,lenggalengga,,,,,,,,SN001166
kgv-829-1,,kgv,829,lepir,lepir,,,,,,,,SN001170
kgv-1951-2,,kgv,1951,lewat,lewat,,,,,,,,SN001174
kgv-1234-1,,kgv,1234,licing,licing,,,,,,,,SN001175
kgv-1325-1,,kgv,1325,lidan,lidan,,,,,,,,SN001176
kgv-3155-1,,kgv,3155,linggis,linggis,,,,,,,,SN001178
kgv-1754-1,,kgv,1754,liti,liti,,,,,,,,SN001179
kgv-1117-2,,kgv,1117,lo,lo,,,,,,,,SN001180
kgv-702-1,,kgv,702,loku,loku,,,,,,,,SN001185
kgv-1204-1,,kgv,1204,lokul,lokul,,,,,,,,SN001186
kgv-628-1,,kgv,628,lolok,lolok,,,,,,,,SN001187
kgv-1559-1,,kgv,1559,lolok,lolok,,,,,,,,SN001188
kgv-1667-1,,kgv,1667,lolouk,lolouk,,,,,,,,SN001189
kgv-1650-2,,kgv,1650,loncing,loncing,,,,,,,,SN001190
kgv-1011-1,,kgv,1011,los,los,,,,,,,,SN001194
kgv-1287-1,,kgv,1287,lu,lu,,,,,,,,SN001199
kgv-1446-1,,kgv,1446,luk,luk,,,,,,,,SN001202
kgv-1905-1,,kgv,1905,lusi,lusi,,,,,,,,SN001203
kgv-1211-1,,kgv,1211,ma,ma,,,,,,,,SN001206
kgv-1463-1,,kgv,1463,mabuk,mabuk,,,,,,,,SN001211
kgv-214-1,,kgv,214,madong,madong,,,,,,,,SN001212
kgv-98-3,,kgv,98,-mahap,-mahap,,,,,,,,SN001214
kgv-2473-1,,kgv,2473,main,main,,,,,,,,SN001217
kgv-3537-1,,kgv,3537,malaouk,malaouk,,,,,,,,SN001225
kgv-1848-1,,kgv,1848,malawan,malawan,,,,,,,,SN001226
kgv-1965-2,,kgv,1965,malor,malor,,,,,,,,SN001231
kgv-1939-1,,kgv,1939,malu,malu,,,,,,,,SN001232
kgv-1327-3,,kgv,1327,mama,mama,,,,,,,,SN001234
kgv-1216-2,,kgv,1216,mama,mama,,,,,,,,SN001235
kgv-1327-4,,kgv,1327,mama caun,mama_caun,,,,,,,,SN001236
kgv-1327-5,,kgv,1327,mama temun,mama_temun,,,,,,,,SN001237
kgv-1442-1,,kgv,1442,mambara,mambara,,,,,,,,SN001238
kgv-1937-1,,kgv,1937,mambon,mambon,,,,,,,,SN001239
kgv-3260-1,,kgv,3260,mamor,mamor,,,,,,,,SN001241
kgv-1752-1,,kgv,1752,mamun,mamun,,,,,,,,SN001242
kgv-351-1,,kgv,351,manadu,manadu,,,,,,,,SN001244
kgv-887-1,,kgv,887,mang,mang,,,,,,,,SN001245
kgv-1307-1,,kgv,1307,mang,mang,,,,,,,,SN001246
kgv-2502-2,,kgv,2502,manggamangga,manggamangga,,,,,,,,SN001247
kgv-357-1,,kgv,357,manggang,manggang,,,,,,,,SN001248
kgv-96-3,,kgv,96,manggaren,manggaren,,,,,,,,SN001249
kgv-1520-1,,kgv,1520,maraok,maraok,,,,,,,,SN001262
kgv-998-1,,kgv,998,maraouk,maraouk,,,,,,,,SN001263
kgv-1398-2,,kgv,1398,mararak,mararak,,,,,,,,SN001264
kgv-1369-1,,kgv,1369,marau,marau,,,,,,,,SN001265
kgv-1443-2,,kgv,1443,marmar,marmar,,,,,,,,SN001266
kgv-1432-1,,kgv,1432,marum,marum,,,,,,,,SN001269
kgv-208-1,,kgv,208,marur,marur,,,,,,,,SN001270
kgv-3364-1,,kgv,3364,masa,masa,,,,,,,,SN001272
kgv-501-2,,kgv,501,masak,masak,,,,,,,,SN001273
kgv-1735-1,,kgv,1735,masarut,masarut,,,,,,,,SN001277
kgv-1538-1,,kgv,1538,masawin,masawin,,,,,,,,SN001278
kgv-1430-1,,kgv,1430,maser,maser,,,,,,,,SN001279
kgv-3032-1,,kgv,3032,maser,maser,,,,,,,,SN001280
kgv-1603-1,,kgv,1603,masikit,masikit,,,,,,,,SN001281
kgv-1977-1,,kgv,1977,masinul,masinul,,,,,,,,SN001282
kgv-3548-1,,kgv,3548,masir,masir,,,,,,,,SN001283
kgv-2934-1,,kgv,2934,masoi,masoi,,,,,,,,SN001284
kgv-749-1,,kgv,749,masuk,masuk,,,,,,,,SN001288
kgv-206-3,,kgv,206,mata dimdim,mata_dimdim,,,,,,,,SN001291
kgv-750-3,,kgv,750,matur,matur,,,,,,,,SN001293
kgv-1784-1,,kgv,1784,mau,mau,,,,,,,,SN001294
kgv-2004-1,,kgv,2004,maulma,maulma,,,,,,,,SN001297
kgv-1244-1,,kgv,1244,mawal,mawal,,,,,,,,SN001298
kgv-3537-2,,kgv,3537,mayilma,mayilma,,,,,,,,SN001300
kgv-78-3,,kgv,78,me,me,,,,,,,,SN001301
kgv-1719-2,,kgv,1719,mecua,mecua,,,,,,,,SN001303
kgv-1446-2,,kgv,1446,mei,mei,,,,,,,,SN001304
kgv-1775-1,,kgv,1775,meja,meja,,,,,,,,SN001305
kgv-1416-1,,kgv,1416,meleluo,meleluo,,,,,,,,SN001309
kgv-703-1,,kgv,703,mena,mena,,,,,,,,SN001310
kgv-1536-1,,kgv,1536,mengerti,mengerti,,,,,,,,SN001313
kgv-1937-2,,kgv,1937,mengga,mengga,,,,,,,,SN001314
kgv-1261-1,,kgv,1261,menyanyi,menyanyi,,,,,,,,SN001315
kgv-2921-3,,kgv,2921,mera,mera,,,,,,,,SN001316
kgv-1907-1,,kgv,1907,merar,merar,,,,,,,,SN001318
kgv-7-1,,kgv,7,merengguen,merengguen,,,,,,,,SN001320
kgv-1916-1,,kgv,1916,mesang,mesang,,,,,,,,SN001323
kgv-78-4,,kgv,78,met,met,,,,,,,,SN001325
kgv-1937-3,,kgv,1937,metko,metko,,,,,,,,SN001326
kgv-1446-3,,kgv,1446,mia,mia,,,,,,,,SN001327
kgv-2635-2,,kgv,2635,mier,mier,,,,,,,,SN001331
kgv-1429-2,,kgv,1429,mikon,mikon,,,,,,,,SN001332
kgv-1585-1,,kgv,1585,min,min,,,,,,,,SN001333
kgv-1224-1,,kgv,1224,min,min,,,,,,,,SN001334
kgv-802-1,,kgv,802,minar,minar,,,,,,,,SN001335
kgv-1484-1,,kgv,1484,ming,ming,,,,,,,,SN001337
kgv-1663-1,,kgv,1663,minggalot,minggalot,,,,,,,,SN001338
kgv-1983-1,,kgv,1983,minggaruk,minggaruk,,,,,,,,SN001339
kgv-1469-1,,kgv,1469,minggu,minggu,,,,,,,,SN001341
kgv-1401-1,,kgv,1401,minum,minum,,,,,,,,SN001344
kgv-1261-2,,kgv,1261,mirik,mirik,,,,,,,,SN001346
kgv-1096-1,,kgv,1096,mirik,mirik,,,,,,,,SN001347
kgv-1493-5,,kgv,1493,mirkon,mirkon,,,,,,,,SN001348
kgv-1268-3,,kgv,1268,m'm,m'm,,,,,,,,SN001350
kgv-1631-1,,kgv,1631,mon,mon,,,,,,,,SN001354
kgv-1564-3,,kgv,1564,monkaret,monkaret,,,,,,,,SN001355
kgv-1906-1,,kgv,1906,mor,mor,,,,,,,,SN001356
kgv-2486-1,,kgv,2486,mormor,mormor,,,,,,,,SN001358
kgv-2077-1,,kgv,2077,mososor,mososor,,,,,,,,SN001360
kgv-691-1,,kgv,691,mosun,mosun,,,,,,,,SN001361
kgv-110-1,,kgv,110,motor,motor,,,,,,,,SN001362
kgv-817-1,,kgv,817,mu,mu,,,,,,,,SN001363
kgv-1336-2,,kgv,1336,muap,muap,,,,,,,,SN001364
kgv-256-1,,kgv,256,muap,muap,,,,,,,,SN001365
kgv-2802-1,,kgv,2802,muap sabur sangganun,muap_sabur_sangganun,,,,,,,,SN001368
kgv-1100-2,,kgv,1100,muawaruo,muawaruo,,,,,,,,SN001370
kgv-1533-2,,kgv,1533,muawese,muawese,,,,,,,,SN001371
kgv-1456-2,,kgv,1456,mudi,mudi,,,,,,,,SN001373
kgv-2400-2,,kgv,2400,muin,muin,,,,,,,,SN001375
kgv-1533-3,,kgv,1533,muisese,muisese,,,,,,,,SN001376
kgv-668-1,,kgv,668,muk,muk,,,,,,,,SN001379
kgv-1909-1,,kgv,1909,mukmuk,mukmuk,,,,,,,,SN001381
kgv-682-4,,kgv,682,*mul,*mul,,,,,,,,SN001382
kgv-1681-1,,kgv,1681,muler,muler,,,,,,,,SN001383
kgv-682-5,,kgv,682,mulun,mulun,,,,,,,,SN001385
kgv-1728-2,,kgv,1728,mun,mun,,,,,,,,SN001387
kgv-1392-1,,kgv,1392,mun,mun,,,,,,,,SN001389
kgv-813-1,,kgv,813,-mun,-mun,,,,,,,,SN001390
kgv-267-1,,kgv,267,mun sunsun,mun_sunsun,,,,,,,,SN001391
kgv-2787-1,,kgv,2787,na,na,,,,,,,,SN001408
kgv-724-1,,kgv,724,nabaca,nabaca,,,,,,,,SN001410
kgv-1275-2,,kgv,1275,nabalas,nabalas,,,,,,,,SN001411
kgv-750-4,,kgv,750,naberuak,naberuak,,,,,,,,SN001413
kgv-1156-3,,kgv,1156,nabuka,nabuka,,,,,,,,SN001417
kgv-827-1,,kgv,827,nabulis,nabulis,,,,,,,,SN001418
kgv-1711-2,,kgv,1711,nacerita,nacerita,,,,,,,,SN001419
kgv-1812-3,,kgv,1812,nacoba,nacoba,,,,,,,,SN001420
kgv-133-2,,kgv,133,nadadi,nadadi,,,,,,,,SN001421
kgv-1452-3,,kgv,1452,nadorong,nadorong,,,,,,,,SN001422
kgv-2271-2,,kgv,2271,nafikir,nafikir,,,,,,,,SN001426
kgv-1420-1,,kgv,1420,nahitung,nahitung,,,,,,,,SN001432
kgv-3030-1,,kgv,3030,naiar,naiar,,,,,,,,SN001433
kgv-1117-3,,kgv,1117,nain,nain,,,,,,,,SN001434
kgv-84-1,,kgv,84,nak=,nak=,,,,,,,,SN001437
kgv-1256-1,,kgv,1256,nakal,nakal,,,,,,,,SN001440
kgv-1127-3,,kgv,1127,nakirim,nakirim,,,,,,,,SN001442
kgv-2067-1,,kgv,2067,nakukus,nakukus,,,,,,,,SN001444
kgv-3119-1,,kgv,3119,naladur,naladur,,,,,,,,SN001445
kgv-1494-2,,kgv,1494,nalat,nalat,,,,,,,,SN001446
kgv-225-1,,kgv,225,naloli,naloli,,,,,,,,SN001447
kgv-2290-1,,kgv,2290,nam,nam,,,,,,,,SN001449
kgv-1200-1,,kgv,1200,*nam,*nam,,,,,,,,SN001450
kgv-1593-1,,kgv,1593,naman,naman,,,,,,,,SN001452
kgv-1235-1,,kgv,1235,naman,naman,,,,,,,,SN001453
kgv-1597-2,,kgv,1597,namandi,namandi,,,,,,,,SN001454
kgv-1560-4,,kgv,1560,namangadap,namangadap,,,,,,,,SN001455
kgv-85-1,,kgv,85,namasuk,namasuk,,,,,,,,SN001457
kgv-1875-1,,kgv,1875,namenyasal,namenyasal,,,,,,,,SN001459
kgv-554-1,,kgv,554,namot,namot,,,,,,,,SN001462
kgv-1336-3,,kgv,1336,nanetkon,nanetkon,,,,,,,,SN001468
kgv-1261-3,,kgv,1261,nanggan,nanggan,,,,,,,,SN001469
kgv-98-4,,kgv,98,-naninggan,-naninggan,,,,,,,,SN001470
kgv-1493-6,,kgv,1493,naon,naon,,,,,,,,SN001471
kgv-976-1,,kgv,976,napaki,napaki,,,,,,,,SN001472
kgv-1436-2,,kgv,1436,naparis,naparis,,,,,,,,SN001473
kgv-765-1,,kgv,765,napinda,napinda,,,,,,,,SN001475
kgv-1823-1,,kgv,1823,napinjam,napinjam,,,,,,,,SN001476
kgv-1823-2,,kgv,1823,napinjang,napinjang,,,,,,,,SN001477
kgv-680-2,,kgv,680,naputus,naputus,,,,,,,,SN001478
kgv-744-1,,kgv,744,nar,nar,,,,,,,,SN001479
kgv-715-1,,kgv,715,narabir,narabir,,,,,,,,SN001481
kgv-1449-1,,kgv,1449,naram,naram,,,,,,,,SN001482
kgv-1414-1,,kgv,1414,naramas,naramas,,,,,,,,SN001483
kgv-855-3,,kgv,855,narampas,narampas,,,,,,,,SN001484
kgv-1423-2,,kgv,1423,naras,naras,,,,,,,,SN001486
kgv-21-1,,kgv,21,narasa,narasa,,,,,,,,SN001487
kgv-21-2,,kgv,21,narasaun,narasaun,,,,,,,,SN001488
kgv-1420-2,,kgv,1420,narekin,narekin,,,,,,,,SN001490
kgv-1493-7,,kgv,1493,narkon,narkon,,,,,,,,SN001493
kgv-2030-1,,kgv,2030,narorar,narorar,,,,,,,,SN001496
kgv-1264-3,,kgv,1264,naruba,naruba,,,,,,,,SN001498
kgv-744-2,,kgv,744,narun,narun,,,,,,,,SN001499
kgv-2862-1,,kgv,2862,nasambung,nasambung,,,,,,,,SN001504
kgv-3619-1,,kgv,3619,nasandar,nasandar,,,,,,,,SN001505
kgv-2904-2,,kgv,2904,nasanggur,nasanggur,,,,,,,,SN001507
kgv-1455-2,,kgv,1455,naseduk,naseduk,,,,,,,,SN001509
kgv-613-1,,kgv,613,nasesak,nasesak,,,,,,,,SN001511
kgv-1487-2,,kgv,1487,nasirang,nasirang,,,,,,,,SN001513
kgv-2493-2,,kgv,2493,nasomit,nasomit,,,,,,,,SN001515
kgv-1437-1,,kgv,1437,nasuarik,nasuarik,,,,,,,,SN001516
kgv-862-3,,kgv,862,nasuena,nasuena,,,,,,,,SN001518
kgv-1879-1,,kgv,1879,nasula,nasula,,,,,,,,SN001520
kgv-1720-2,,kgv,1720,natanda,natanda,,,,,,,,SN001524
kgv-1550-1,,kgv,1550,natangkis,natangkis,,,,,,,,SN001525
kgv-1875-2,,kgv,1875,natobat,natobat,,,,,,,,SN001529
kgv-3684-1,,kgv,3684,natuka,natuka,,,,,,,,SN001531
kgv-1434-1,,kgv,1434,natukar,natukar,,,,,,,,SN001532
kgv-1672-1,,kgv,1672,natulis,natulis,,,,,,,,SN001533
kgv-1590-1,,kgv,1590,natunggu,natunggu,,,,,,,,SN001535
kgv-1640-1,,kgv,1640,naukia,naukia,,,,,,,,SN001541
kgv-1640-2,,kgv,1640,naukiaka,naukiaka,,,,,,,,SN001542
kgv-1831-3,,kgv,1831,nauleluk,nauleluk,,,,,,,,SN001544
kgv-1228-1,,kgv,1228,naun,naun,,,,,,,,SN001545
kgv-1507-1,,kgv,1507,naun,naun,,,,,,,,SN001546
kgv-1399-1,,kgv,1399,naun kerkap,naun_kerkap,,,,,,,,SN001547
kgv-1039-2,,kgv,1039,naunak,naunak,,,,,,,,SN001548
kgv-2248-1,,kgv,2248,naunin,naunin,,,,,,,,SN001549
kgv-1720-3,,kgv,1720,naunin,naunin,,,,,,,,SN001550
kgv-1339-1,,kgv,1339,naupar,naupar,,,,,,,,SN001551
kgv-1444-1,,kgv,1444,naurar,naurar,,,,,,,,SN001552
kgv-2208-1,,kgv,2208,nausair,nausair,,,,,,,,SN001553
kgv-2964-1,,kgv,2964,nauwar,nauwar,,,,,,,,SN001554
kgv-581-1,,kgv,581,nawali,nawali,,,,,,,,SN001556
